comment,sentiment_vader,sentiment_textblob
so unfair according to eric trump his father built the ny city skyline ill have to think about thatnope,-0.7346,-0.5
the orange sweaty mess is washed up,-0.3612,-0.175
eric trump could run in lieu if he likes he the best alternative to his father,0.7906,1.0
i cant wait til the tables turn,0.0,0.0
its not a win for democrats its theyre defeat big timetime will show it all but so sad they reported on how democrats control theyre democrats nancy would pull funding for those that went against them breaking them financially judge controlled democrat but yet he toke an oath to uphold the law heee this is funny for the judge and james now trying to do the same to republicans the proof of democrats crime,-0.8866,-0.10833333333333334
donald j trump just dont be discouraged tue general public will support you no mattwr what happen,0.4133,0.02500000000000001
no surprise let the appeals fly,-0.0258,0.8
trying to break him financially from the running now,0.0,0.0
the amount of lies that come out donald trumps mouth have fact checkers working around the clock hes a pathological liar and his downfall is here since trump republicans have lost every significant election and they will continue to lose donalds time is up,-0.8519,0.375
if trump would be convicted the more that we will bopte and campaign hard for him considering it as payment to the harassment and political persecution on him,-0.5994,0.06944444444444443
there are two sets of laws in this country and if you say otherwise you are a fool trump has been abused by the judiciary system in this united states of america the reason why we need to ask why is this happening to trump and his family and when you have your answers than the only person you have to vote for is trump,-0.4497,0.0
egoron is nothing but a thug in a black robe despicable,0.0,-0.16666666666666666
the real loser is the american taxpayer who had lost 260 billion dollars to israel and 75 billion dollars to ukraine because the corrupt warmoneymaking machine is churning and churning and fleecing the american taxpayer since 1948,-0.6908,-0.21666666666666667
the judge didnt even care about anything except to go after trump,-0.3875,0.0
trump will not have to pay a dime his trumpicons will buy his nfts and gold bars to pay it for the orange grifter,0.1511,0.0
this will get overturned in the appeals court,0.0,0.0
dont worry this will only make trump stronger because it shows how corrupt democrats are vote for trump,0.6131,-0.25
minions of comrade trumpski send your hard earned money to his campaign er legal defenses funds remember he gets himself in trouble and then spins to you that we are being attacked when you open your eyes youll see how just this verdict ease trump 2024 years in prison,-0.6059,-0.07291666666666667
i guess fox heads forget the issue is the tax revenues lost by the state,-0.4939,0.0
trump cheated the people of new york thats who gets it just like on january sixth when he tried to stop the electoral votes from being counted he tried to cheat miions of americans out of their votes in georgia he tried to pressure a republican state attorney general to change tthe vote count they have him on tape with several people listening in on the phone call jesus do your own fact checking,-0.802,0.1965909090909091
if the arm of the law is equally heavy i am fine with it so far has been exorbitantly heavy against the leading political opposition figure these people have fscism envy and they just cant help themselves but persecute openly their political opponents without any pretext even piutin is more graceful and subtle when he goes after his political enemies,-0.6994,0.02833333333333334
there is such an easy answer to fox news line that its basically political do not commit the crime and you have no problems,-0.0098,0.14444444444444446
trump nato pay your bills nato hold our beer,-0.1027,0.0
the us political system is broken this is disgusting,-0.7579,-0.4666666666666666
go ahead and make the ban 4 years because the next 4 years trump will be quite busy,-0.5574,0.05
this is how the news lies to you it was 355 mil not 364 mil turn off the news,-0.4215,0.0
the rapist banned from the financial capital of the world,-0.836,0.0
and theres the illusion that you people think you are living in a free society when someone that is not part of the establishment runs against it and is and has been winning they go all out to remove himthem the world does not belong to globalists,0.7717,0.45
dump trump 2024 first of all he was found guilty 2nd of all trump was so disrespectful to the court third of all the judge was lenient he could have banned him for life trumps lawyers didnt request a jury trial their fault finally dump trump 2024,-0.891,0.041666666666666664
haha is trump tired of winning yet,0.5423,0.09999999999999999
you maga true believers better start shoveling over more of your hard earned dollars to save america pac those lawyers and fines arent going to pay for themselves,0.8192,0.26458333333333334
