comment,sentiment_vader,cluster
710 their court of appeal is actually above their state supreme court maybe not this is s civil case the us supreme court rarely issues a writ of certiorari unless the case involves some important legal question a significant constitutional issue or conflicts among lower courts none of those conditions exist in this case,0.7579,1
who does get the money anyway hope trump appeals to the supreme court,0.7579,1
our real supreme court will lay this bull sh t to rest vote americans vote thanks jim s,0.7579,1
accountability yes and yes there are a lot of other cases to go yet i would vote for a victim poor mr trump for a smart tough guy he sure is getting picked on a lot not really pick on though is he more like self inflicted,0.7574,1
great news this criminal is getting justice i am sure the call for donations will go out after this,0.7506,1
justice is sweet,0.7506,1
judge had largely affirmed james allegations that trump and others at his company had inflated valuations of his properties by hundreds of millions of dollars over a the course of a decade and misrepresented his wealth by billions in a scheme the state said intended to trick banks and insurers into offering more favorable deal terms i guess in your eyes it is ok to lie can we all do that in our retirement accounts how about when we sell a house should we have no rules for doing business,0.7501,1
its a good day of justice in america,0.743,1
supreme court has to once again step inthere is no guilt at all supreme will certainly know that plus how many are they putting out of work,0.743,1
good day for justice very slim chaion apeal,0.743,1
justice servedas much as trump wants to believe and demand that he is well above the laws and no laws pertain to to himtoday he was brought back to reality citizen trump found out today he is not above the law citizen trump was found guilty based on the factual evidence by a jury of his persits good to see that our us justice system does works,0.743,1
its good to see that justice is being served for a change trump is finally getting what he deserves,0.743,1
from the same people who claim the liberals need to respect the rule of law dont follow it or respect it when its their own,0.7351,1
plenty of morons think this is justice they think having corrupt judges in charge of kangaroo courts is great this comment will not last long it will be deleted and not by me,0.7351,1
the maga propaganda talking points dont hold up in court chalk up another win for justice,0.7351,1
why arent the real criminal biden sgetting v justice,0.7332,1
finally justified justice,0.7269,1
is there an honest court left in these united states,0.7269,1
we need to clean our justice system of corrupt paid judges,0.7269,1
that judge is a joke what a scam how much you charging biden 0 i cant wait till trump becomes president all the scum will scatter like cockroaches in the light trump 2024 all the way i am ashamed of you chooches i pray that god serves vengeance and justice in jesus name i pray amen,0.7184,1
the state of new york and e jean carroll thank trump supporters for paying his legal fines,0.7096,1
we all know that this judge is corrupt the city of new york is going to go down in poverty because the business are not going to go there everyone will think twice before opening new businesses there not to mention that trump or his family and supporters wont create new jobs there either this just did a number on the city god bless president trump and his supporters trump 2024 hi got my vote all the way,0.7083,1
dont worry the higher courts will reverse this and justice will prevail in the end,0.7009,1
judge trump defrauded the banks to get better loan terms and cheaper insurance and he cheated the govt out of paying his fair share of taxes trump cult he is such a smart businessman the judge and prosecutor are corrupt,0.7003,1
in suits at common law where the value in controversy shall exceed twenty dollars the right of trial by jury shall be preserved and no fact tried by a jury shall be otherwise reexamined in any court of the united states than according to the rules of the common law 7th amendment to the united states constitution,0.7003,1
